File,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,label
25897435,27,12,13,0,0,98,27,19,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,30,112,146,23,59,33,24,10,15,1,4,1,0,female
82341423,46,7,6,0,0,55,26,5,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,25,79,74,16,20,11,3,6,10,3,4,0,0,female
240492997,43,10,3,0,0,63,30,14,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,30,141,123,36,23,21,7,5,9,4,10,3,0,female
343104919,31,11,9,0,0,42,22,4,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,36,92,89,26,18,22,7,11,8,0,19,4,0,female
156393615,21,6,7,0,0,38,12,8,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,29,82,58,13,13,27,4,7,3,0,4,2,0,male
222824120,26,10,15,0,0,58,33,7,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,21,65,56,25,14,7,8,3,2,2,17,0,0,female
356418350,28,3,16,0,0,47,17,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,27,76,113,20,28,23,4,3,4,3,16,2,1,male
253766808,40,12,12,0,0,64,23,10,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,31,79,102,19,19,17,6,9,13,4,9,4,0,male
404439154,28,9,6,0,0,36,8,8,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,23,87,70,9,17,12,3,5,2,1,11,1,0,male
20214831,26,14,17,0,0,46,17,12,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,37,117,126,19,30,31,5,6,5,5,5,2,0,female
241666095,78,20,13,0,0,83,56,8,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,37,142,105,40,22,16,3,1,11,8,12,0,0,female
338167123,34,7,8,0,0,55,17,15,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,36,118,108,14,23,15,9,6,2,0,10,1,0,female
251717831,29,10,6,0,0,37,15,6,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,15,58,60,7,18,17,8,4,4,1,16,2,0,female
381572221,24,15,11,0,0,28,13,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,69,151,86,57,38,15,5,14,5,6,8,1,1,male
340737708,22,2,5,0,0,42,13,5,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,14,72,58,17,13,24,0,8,4,4,10,2,0,male
93350436,33,6,4,0,0,38,11,6,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,29,86,85,14,30,14,4,16,3,7,6,3,0,female
270479707,37,10,4,0,0,47,20,9,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,28,104,77,26,24,15,4,4,11,4,7,1,0,female
380053409,21,12,8,0,0,33,11,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,22,79,79,18,14,14,2,3,29,2,29,4,0,male
69569991,30,3,5,0,0,43,12,10,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,38,83,116,5,11,32,13,7,11,1,13,1,0,male
304705046,19,6,9,0,0,33,13,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,37,98,85,16,16,19,11,4,6,2,14,1,0,male
327994124,18,8,8,0,0,29,7,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,33,84,90,15,17,19,2,3,5,5,6,0,1,female
241229843,27,29,3,0,0,30,13,6,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,20,107,98,21,9,25,4,1,19,0,9,1,2,male
286876100,26,8,13,0,0,42,13,5,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,23,105,59,26,29,14,4,7,7,9,10,4,1,female
321647306,33,14,5,0,0,61,16,11,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,26,80,101,12,16,15,2,6,10,2,12,2,1,female
251799369,14,5,10,0,0,55,13,10,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,34,106,87,29,23,17,11,9,1,2,10,1,0,female
76197212,28,15,9,0,0,56,21,11,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,25,118,74,7,10,19,5,4,13,7,13,4,0,male
322987477,27,6,2,0,0,46,21,9,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,19,95,50,13,17,20,4,0,4,4,4,0,0,female
69151701,38,19,15,0,0,59,35,12,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,31,117,115,49,24,9,5,10,6,1,13,3,0,male
253297807,28,9,17,0,0,56,24,11,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,38,85,90,9,10,18,2,1,6,1,4,3,0,female
42569198,19,14,5,0,0,18,6,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,26,64,54,12,12,5,2,11,3,1,42,6,0,female
65107757,22,5,9,0,0,50,11,8,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,35,145,161,13,38,26,11,7,3,7,6,4,0,female
81860959,19,8,9,0,0,29,9,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,31,90,90,25,28,22,3,10,5,0,16,2,0,female
91925221,34,1,5,0,0,31,4,5,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,34,107,81,17,27,36,7,17,4,2,20,4,0,female
169001284,23,5,5,0,0,50,12,14,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,29,81,82,11,10,13,1,8,10,3,16,3,0,female
321447612,25,15,6,0,0,38,8,14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,26,98,122,11,17,27,1,6,6,6,6,1,1,female
257513036,18,2,11,0,0,39,12,12,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,34,87,117,21,14,15,16,6,3,2,2,1,0,male
353824529,44,11,10,0,0,79,29,8,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,19,97,86,4,21,13,2,5,11,0,17,7,0,female
243429263,25,7,12,0,0,50,16,18,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,29,118,86,26,25,11,6,2,19,2,17,3,0,male
53334382,28,17,3,0,0,38,13,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,31,108,120,25,24,24,3,16,7,3,0,0,0,female
160059197,25,8,1,0,0,57,18,6,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,20,73,67,10,22,14,4,2,8,4,9,0,1,female
309303548,29,4,10,0,0,49,10,15,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,22,88,90,7,20,13,4,4,6,4,6,1,1,female
247085273,29,21,11,0,0,56,26,9,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,41,161,96,18,36,23,5,6,5,4,9,4,0,female
100119657,16,1,7,0,0,56,25,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,40,103,128,38,24,22,4,13,4,2,13,2,0,female
61634536,30,7,6,0,0,33,14,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,25,77,66,12,18,18,2,10,8,4,18,8,0,male
252413333,16,8,27,0,0,67,19,21,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,31,118,93,30,37,39,8,1,2,2,8,3,0,female
28906465,35,8,8,0,0,84,18,25,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,53,148,136,29,36,42,31,20,9,9,17,3,0,female
344215167,20,10,7,0,0,38,9,11,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,26,94,87,20,23,16,3,8,8,2,15,2,0,female
40604299,31,2,15,0,0,38,17,6,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,38,109,95,13,33,26,6,15,2,1,14,4,0,male
40925887,27,0,5,0,0,46,20,8,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,28,74,65,14,16,20,1,4,6,0,16,0,0,female
62648441,16,6,7,0,0,57,16,19,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,21,107,93,14,19,12,6,6,4,3,9,3,0,male
20999981,28,9,13,0,0,58,27,10,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,23,133,102,14,10,17,3,8,5,2,11,3,0,female
264628404,24,13,12,0,0,31,19,3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,23,84,73,8,34,16,3,6,6,4,11,1,1,male
279177113,37,3,6,0,0,61,17,15,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,29,87,83,10,22,23,8,9,5,6,13,0,0,female
945721,41,13,13,0,0,37,9,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,54,160,129,31,29,22,8,27,4,1,12,6,0,male
357813572,19,10,11,0,0,40,19,5,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,17,83,66,15,24,18,9,2,5,4,37,1,0,female
351327876,24,5,6,0,0,32,8,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,41,115,79,25,22,15,11,14,31,2,10,1,0,female
373115502,15,8,7,0,0,48,11,14,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,18,60,71,18,13,15,0,4,7,1,12,2,0,female
144415967,11,7,2,0,0,23,4,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,32,41,5,12,10,2,7,5,3,6,0,0,female
347524374,24,5,4,0,0,30,7,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,24,86,65,15,21,27,9,3,3,2,11,0,0,male
32623333,15,6,16,0,0,67,15,28,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,43,86,114,13,27,14,10,5,4,2,5,0,0,male
33135194,53,12,7,0,0,74,24,13,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,44,104,115,19,22,15,6,1,5,1,3,1,0,female
309106296,37,8,15,0,0,44,16,14,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,37,124,107,22,15,20,7,8,8,3,4,0,0,male
287350897,36,12,11,0,0,104,28,27,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,36,137,140,12,20,26,8,11,7,5,20,4,0,male
352884478,2,1,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,12,17,4,5,3,4,0,4,1,1,0,0,male
49100561,21,11,1,0,0,46,10,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,39,116,81,26,18,15,6,20,7,3,25,4,0,male
234866000,33,8,10,0,0,33,14,6,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,25,63,76,16,18,8,7,2,3,1,4,4,0,male
307701289,56,7,15,0,0,47,32,4,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,33,101,92,39,20,23,5,6,12,2,10,1,0,female
80862068,20,9,8,0,0,34,6,7,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,32,97,100,17,27,21,7,7,18,0,19,2,0,male
270906614,26,5,10,0,0,28,8,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,50,152,140,23,36,30,7,7,6,1,17,2,0,female
279781693,32,7,6,0,0,45,11,7,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,29,98,77,8,17,12,2,4,14,1,32,0,0,male
271739194,28,5,6,0,0,40,19,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,50,122,107,29,44,33,5,7,4,1,13,5,0,male
22177502,25,4,7,0,0,35,7,3,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,36,146,89,22,39,28,2,15,3,1,8,1,0,female
347096222,6,10,7,0,0,31,6,4,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,30,71,74,15,44,14,3,5,4,0,9,5,0,female
81647059,33,11,7,0,0,54,24,11,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,31,78,107,23,28,11,0,4,5,3,6,1,0,male
96956807,27,23,12,0,0,48,17,16,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,31,129,99,45,31,30,7,10,6,3,19,5,0,male
52975520,30,17,13,0,0,43,8,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,26,152,116,37,47,60,7,10,8,4,11,4,0,male
333194654,13,5,8,0,0,37,12,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,19,70,95,13,33,21,5,4,2,2,12,3,0,female
281289188,41,13,8,0,0,45,13,7,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,34,77,95,28,17,36,8,4,12,2,12,2,0,male
310492568,29,8,5,0,0,40,16,7,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,15,63,63,7,20,26,3,25,4,2,7,3,0,male
34768779,56,17,18,0,0,37,16,8,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,57,154,134,7,29,34,10,7,6,1,58,6,1,female
146868029,7,9,2,0,0,21,6,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,16,116,60,19,37,17,0,27,6,9,6,5,0,male
363979395,22,5,7,0,0,61,16,20,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,34,103,96,19,33,21,3,6,4,4,11,6,0,male
206912999,33,7,7,0,0,33,11,8,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,44,92,85,20,36,24,3,13,9,2,9,13,0,male
160659354,34,23,21,0,0,44,15,14,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,29,80,124,29,39,31,5,4,9,4,14,4,0,male
60252529,16,7,13,0,0,42,12,13,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,32,86,59,9,18,14,3,2,5,0,18,7,0,male
95656300,14,8,6,0,0,34,6,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,30,102,80,29,34,30,9,10,5,5,5,1,1,male
304796892,25,11,15,0,0,45,13,12,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,28,98,94,17,21,23,7,2,5,3,11,1,0,female
394418954,21,5,4,0,0,34,10,13,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,23,62,61,14,16,19,2,1,3,3,7,2,0,male
294037425,6,4,5,0,0,10,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,44,20,49,4,6,4,4,4,1,0,14,2,0,female
386731248,28,8,8,0,0,52,24,12,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,30,81,80,21,20,18,4,3,4,3,7,1,1,male
101593344,33,19,10,0,0,54,26,4,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,29,112,102,9,34,45,6,13,13,5,10,4,0,female
30822218,35,7,2,0,0,49,15,9,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,25,73,68,7,21,18,6,5,5,16,6,1,0,female
79753992,17,9,7,0,0,55,10,5,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,32,109,95,20,33,21,6,8,8,2,6,1,0,female
246415736,29,22,14,0,0,36,15,6,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,25,151,102,14,49,25,7,3,6,3,9,5,0,female
262454953,45,11,13,0,0,59,31,12,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,30,120,134,27,14,18,4,6,9,4,13,2,0,female
257106582,4,2,6,0,0,17,2,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,29,11,10,6,6,4,1,7,0,19,0,0,female
264514479,47,16,11,0,0,59,18,15,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,29,113,102,21,32,38,6,15,7,4,6,0,0,female
794695,22,18,11,0,0,22,5,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,40,158,105,26,41,36,9,11,6,0,17,6,0,male
25940641,18,9,2,0,0,52,16,9,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,25,124,112,21,24,20,9,16,38,3,16,4,0,female
346073826,17,16,2,0,0,31,6,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,26,108,86,23,36,18,4,9,18,8,5,0,0,male
238867925,5,5,15,0,0,22,8,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,41,80,91,20,34,10,4,3,1,0,3,0,1,male
234586270,5,9,0,0,0,16,6,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,14,22,16,3,16,2,1,5,0,0,22,0,female
134120927,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,4,8,17,2,4,4,3,2,0,0,9,0,male
233808043,22,10,9,0,0,48,18,6,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,35,127,115,21,61,25,10,13,8,2,18,0,0,female
61270735,27,16,9,0,0,39,20,6,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,29,96,76,26,31,25,2,5,10,2,13,3,0,male
235832375,2,2,1,0,0,12,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,18,9,5,17,4,2,0,6,1,5,0,0,female
368368493,8,1,5,0,0,45,10,10,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,28,51,87,12,21,18,3,5,8,4,9,3,0,female
8465072,16,13,12,0,0,42,7,16,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,42,108,81,49,59,29,5,10,17,3,3,3,0,female
294823376,4,5,3,0,0,19,7,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,16,50,37,3,11,8,3,2,2,7,16,1,0,female
284628430,26,12,8,0,0,45,17,7,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,37,91,89,22,26,25,6,5,5,6,14,2,0,male
183115415,20,5,19,0,0,28,11,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,31,116,112,10,33,37,10,9,6,2,7,1,0,female
197700578,11,5,2,0,0,16,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,39,22,3,4,7,3,2,5,0,6,0,0,female
22994551,29,9,1,0,0,28,8,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,30,113,87,20,36,37,7,12,1,3,10,1,0,female
261914244,26,16,8,0,0,30,5,1,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,38,137,74,12,20,46,12,3,19,1,16,2,0,male
62552349,5,2,0,0,0,8,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,10,9,18,1,13,8,1,0,0,7,20,0,male
12618492,28,20,10,0,0,31,8,4,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,39,152,126,27,45,47,8,23,6,3,11,3,0,female
150383104,8,5,5,0,0,23,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,26,42,3,13,4,1,1,2,2,4,0,0,female
350854412,16,12,12,0,0,23,3,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,37,135,112,29,29,42,13,17,5,4,7,4,0,female
30597694,10,2,2,0,0,25,6,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,13,41,178,7,4,11,13,6,3,0,4,2,0,male
84167314,21,16,2,0,0,19,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,23,73,79,6,5,36,0,7,8,0,6,2,0,female
95671622,6,3,5,0,0,9,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,14,16,6,7,12,2,5,5,0,4,0,0,male
196757095,4,1,0,0,0,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,29,20,7,7,5,4,3,5,0,3,0,0,female
66154344,27,9,8,0,0,43,20,5,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,25,78,106,20,20,10,0,9,6,4,3,1,0,male
41536249,17,10,12,0,0,29,6,11,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,46,138,99,53,35,25,11,14,10,12,6,2,0,male
285607620,3,2,6,0,0,10,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,31,22,3,5,6,4,0,5,0,11,0,0,male
114044206,34,14,9,0,0,56,29,5,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,36,96,87,8,8,22,6,5,3,3,21,2,0,female
32331128,26,10,8,0,0,35,8,5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,76,246,116,13,17,59,6,17,8,2,14,1,0,female
363847840,5,3,21,0,0,16,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,35,125,89,24,52,16,4,3,3,0,1,0,0,female
64367166,3,1,1,0,0,9,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,41,6,4,51,11,3,5,4,0,4,0,0,female
135069683,3,2,0,0,0,16,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,24,10,6,8,8,0,4,22,0,11,0,1,female
76225956,16,13,4,0,0,30,8,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,48,150,59,50,37,21,5,15,19,5,1,2,1,female
33055549,14,7,6,0,0,15,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,18,74,28,6,18,6,3,3,25,2,18,0,0,male
161521811,1,2,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,24,7,12,10,5,4,3,5,1,3,0,0,male
