ID,F1,F2,F3,F4,F5,Label
284628430,0.13803482,0.020385142,0.02721357,0.06782456,0.043477625,male
64489209,0.11580066,0.17033386,0.16289356,0.075081415,0.0,female
234866000,0.3224138,0.06126047,0.07270982,0.0,0.0,female
382947784,0.041391294,0.050137658,0.049970582,0.007727411,0.025078995,female
356418350,0.08479035,0.0,0.022656301,0.0,0.012402448,female
235832375,0.3096199,0.19156297,0.14482857,0.077903286,0.09219478,female
309800804,0.10550599,0.3527936,0.17585833,0.059223842,0.074131355,male
295340462,0.1297026,0.041539583,0.0906017,0.028365059,0.032730293,female
347096222,0.08638186,0.0101144975,0.0,0.0,0.027339099,female
101593344,0.11549697,0.051807847,0.13350603,0.10771387,0.08593894,female
380479475,0.023529554,0.03458843,0.0,0.0,0.0,female
290857774,0.0,0.024932599,0.0,0.0,0.0,female
256773287,0.13360775,0.017404163,0.028786682,0.036595568,0.012423846,male
309984509,0.32362646,0.15356015,0.2811675,0.10216016,0.09246816,female
292683893,0.12523822,0.045638267,0.0,0.0,0.027292533,male
243429263,0.062110104,0.0,0.0,0.0,0.038806066,female
69569991,0.49101523,0.4767167,0.20224506,0.19009008,0.12236248,female
301117918,0.010721851,0.0,0.026369087,0.0,0.0,female
268366947,0.102535665,0.104130186,0.07152855,0.0,0.0,female
335518656,0.09706133,0.07957089,0.0,0.0,0.0,female
262454953,0.1713464,0.21564381,0.2870837,0.12350646,0.08127386,female
373115502,0.13504116,0.048146576,0.051404316,0.0,0.04835559,female
352884478,0.034309924,0.0,0.01685047,0.0,0.0,female
128091149,0.09914821,0.30725598,0.20024803,0.016654985,0.038341,female
285607620,0.100197144,0.03001803,0.0,0.0,0.053213682,female
37749959,1.2170568,0.24383518,0.46490696,0.28026855,0.1746198,male
320884945,0.091358766,0.22224052,0.2961394,0.18378541,0.050482664,male
251799369,0.041577682,0.057912674,0.074199684,0.018697944,0.011784087,female
347524374,0.09124071,0.11684913,0.02296182,0.0,0.005640319,male
393642659,0.16350241,0.114999324,0.04319831,0.0,0.018603712,female
322956056,0.15093596,0.07673134,0.07152964,0.023209393,0.019042144,female
28906465,0.3277359,0.21156229,0.5608537,0.26928082,0.13943928,female
238452879,0.06427451,0.0,0.0,0.026157228,0.0,female
290268568,0.049971353,0.091559984,0.045880318,0.0,0.112561956,male
247085273,0.18839744,0.21876207,0.28044313,0.2055079,0.113800265,male
309106296,0.19991569,0.22736871,0.35655078,0.14398439,0.12935244,male
206912999,0.07772333,0.036057286,0.029793452,0.025907347,0.038174517,male
394418954,0.050145067,0.048238937,0.044108942,0.0,0.010776486,male
81647059,0.15264408,0.20149812,0.20897046,0.023255443,0.0,female
88870358,0.3739607,0.7512634,0.6505191,0.27387628,0.13389914,female
129371328,0.059847128,0.2125811,0.090900324,0.06976144,0.076166734,female
376466499,0.34863377,0.37325144,0.29331037,0.0,0.0,male
58374966,0.6726358,0.72621566,0.7348501,0.34977582,0.08540426,male
33055549,0.29856095,0.15636058,0.34581608,0.07538381,0.23371063,male
146868029,0.055992484,0.0,0.0,0.0,0.0,male
243319382,0.019106891,0.06759005,0.03381326,0.0137256775,0.0059115225,female
53334382,0.45788985,0.10013757,0.31006315,0.11409182,0.15085088,male
263691205,0.5329766,0.19965898,0.0,0.19984098,0.09493671,male
134954386,0.19693112,0.16473407,0.14315479,0.040665004,0.07369534,female
23553730,0.2645121,0.11788434,0.120911,0.047003653,0.03393461,female
333194654,0.0958374,0.05392803,0.029042806,0.0027842626,0.029937476,female
261914244,0.24796362,0.18033321,0.157606,0.06617789,0.04560244,male
264514479,0.13386305,0.0,0.0,0.0,0.0,male
270906614,0.1373718,0.19367094,0.27600276,0.09213502,0.06659169,male
76225956,0.07486574,0.003781419,0.013575277,0.029487364,0.055430807,male
253297807,0.10148078,0.124893196,0.13658127,0.035935037,0.044468373,female
218099040,0.0851656,0.100393794,0.14637057,0.053700753,0.009895338,male
254108070,0.028916795,0.095564626,0.05739301,0.0,0.0,female
340737708,0.0,0.0,0.037538294,0.0,0.03712512,female
39897844,0.018084241,0.020451928,0.015785005,0.0,0.0,male
164799361,0.025210416,0.033627905,0.014231051,0.0,0.005788769,male
294823376,0.15851784,0.08974218,0.073734336,0.061701473,0.0909803,female
268557840,0.054173008,0.16159436,0.04103195,0.0,0.17029017,female
293213181,0.03285608,0.2124025,0.11394274,0.0,0.025150241,female
380053409,0.26578182,0.08270163,0.0,0.0,0.07225394,male
231497380,0.04830968,0.08424643,0.09513122,0.0,0.0,male
321447612,0.20031688,0.40989754,0.5998676,0.27937832,0.09158964,male
123042176,0.0,0.024168724,0.0,0.0,0.0,female
355248546,0.46082357,0.8450428,0.56570697,0.24875621,0.22691447,male
62552349,0.4370514,0.48219556,0.29484713,0.0,0.065623514,male
62648441,0.09676714,0.10401918,0.076520756,0.02420379,0.07549307,female
208279736,0.046479236,0.09470893,0.08096779,0.0,0.017149437,female
79753992,0.10797165,0.14054094,0.13701913,0.048182063,0.049087893,female
34094724,0.031089595,0.10915211,0.044045106,0.0,0.0,male
30597694,0.3490801,0.41720867,0.5427286,0.25506675,0.24802251,female
252413333,0.051975828,0.06825329,0.049781814,0.0251998,0.03286075,female
36227219,0.10795475,0.06901835,0.026289705,0.019666957,0.020655433,female
55482997,0.19210695,0.07824563,0.18896304,0.0,0.0,male
28176987,0.07794869,0.09696769,0.0,0.0,0.095196076,male
203656084,0.08019085,0.40891463,0.26797587,0.0736744,0.037401732,male
317569543,0.35099712,0.28841883,0.25066182,0.065652885,0.08975037,female
308817567,0.09531867,0.033515748,0.0,0.0,0.023517916,male
75281385,0.24344358,0.0673703,0.51094043,0.2511226,0.061493784,female
294864398,0.0,0.028059376,0.0,0.0,0.0,male
43019337,0.0,0.0,0.0,0.024439702,0.039379682,female
94761111,0.1625736,0.0,0.069437966,0.040667016,0.0,male
57552116,0.40535834,0.5286815,0.11371967,0.0,0.045240846,male
267932188,0.33409232,0.21100782,0.0772573,0.053649463,0.09006814,male
327994124,0.08408452,0.0,0.0,0.02203286,0.017045967,male
349944244,0.08699771,0.093744576,0.031015746,0.013265054,0.0,female
362257288,0.16823493,0.40488422,0.42163128,0.027643796,0.046989284,male
197700578,0.09930548,0.0546032,0.07139665,0.0475454,0.014517825,male
80862068,0.008888477,0.0,0.02808942,0.017557014,0.035771303,male
246415736,0.15102589,0.02305617,0.030161778,0.026240308,0.0,male
240492997,0.074562535,0.28885025,0.0,0.0,0.10807535,male
257513036,0.2757658,0.0,0.07428248,0.029900707,0.054037675,female
271739194,0.09098852,0.042075906,0.053204294,0.011952062,0.048288632,male
294037425,0.04388491,7.256258E-4,0.0033536446,0.0030293115,0.0070544807,male
275725843,0.065583006,0.03102681,0.08033454,0.006597665,0.014973486,female
57798273,0.056749076,0.019978197,0.0038525686,0.0032239405,0.0,female
189895266,0.07655646,0.05784682,0.076740816,0.13295951,0.12083612,female
49100561,0.23735999,0.050349798,0.010073019,0.02648158,0.01852741,male
32331128,0.24378656,0.20608307,0.4414022,0.21565372,0.19571583,male
40067619,0.35122687,0.13262413,0.05003979,0.030870963,0.0,female
25821356,0.3377297,0.33471632,0.648932,0.5381683,0.35867625,male
233808043,0.19684395,0.06394986,0.12887491,0.0120036965,0.01973121,female
183115415,1.0474153,0.83544075,1.4630864,0.6245761,0.0,female
332456403,0.040801544,0.061294872,0.0,0.0,0.0,male
59524706,0.20348871,0.23212987,0.1180766,0.024784466,0.04961408,male
196757095,0.2821802,0.0,0.0,0.0,0.0,female
230097513,0.073068455,0.074084,0.048617397,0.009998849,0.00902264,female
319450103,0.17931847,0.17572525,0.139389,0.06749763,0.08321415,male
343104919,0.1519845,0.02616574,0.0,0.0,0.07653154,female
52736381,0.12675686,0.11359767,0.096340485,0.029467048,0.057234515,male
281289188,0.021257825,0.055738166,0.020750826,0.0106063485,0.0,male
300928318,0.11457522,0.084548295,0.10672501,0.022535037,0.03182701,female
68979118,0.05315887,0.14980596,0.0450243,0.010344907,0.031026646,female
51877583,0.23360404,0.0,0.058399297,0.0,0.191559,female
231083817,0.34388325,0.051655766,0.07144636,0.0,0.041088365,female
86168724,0.21995236,0.16067068,0.22875969,0.1499146,0.08043095,male
234669118,0.06540325,0.11780534,0.022521412,0.0,0.0,male
84167314,1.8555843E-4,6.60768E-4,0.0,6.894278E-5,0.0,male
271157909,0.05035027,0.0,0.0,0.020960439,0.0,female
8465072,0.34780455,0.0,0.11504891,0.09656216,0.12781624,male
377660514,0.28874454,0.2593874,0.1477829,0.030626096,0.030207397,female
135782947,0.12891999,0.27612007,0.12785816,0.08572982,0.041507024,male
323127182,0.035945334,0.04638573,0.0,0.0,0.026632676,male
363979395,0.051316977,0.0,0.055282366,0.0,0.0,female
350854412,0.0539859,0.0,0.005532458,0.007419098,0.021298332,male
251717831,0.21831574,0.12909916,0.10490817,0.014275183,0.031409327,female
254748618,0.07848223,0.022250095,0.037348162,0.0,0.015031537,female
26834776,0.31289282,0.2285836,0.486443,0.3049249,0.11680463,female
340007841,0.25583425,0.2543258,0.18957949,0.0,0.03489265,female
333794696,0.027436761,0.043156814,0.0,0.03626095,0.0,male
40925887,0.16100536,0.048272725,0.111574516,0.055293072,0.099238366,male
346073826,0.071423024,0.030167405,0.0,0.0,0.04054376,male
96066368,0.059432138,0.22910218,0.25365758,0.0,0.0,female
40604299,0.024416497,0.035929512,0.12991852,0.10376288,0.057940237,male
288715240,0.078102544,0.07868517,0.17141585,0.0,0.037555143,female
253438069,0.16226718,0.42295852,0.21230733,0.102319516,0.06764929,female
351687363,0.09302605,0.07123158,0.079421386,0.0,0.03525947,female
114044206,0.008365483,0.0,0.0015631038,0.002411214,0.002978547,male
363847840,0.06587966,0.111461475,0.08255093,0.0,0.0,male
42569198,0.050898697,0.1170706,0.13673343,0.2182249,0.11215279,male
287350897,0.0523202,0.03906619,0.033109765,0.0,0.024940467,female
150383104,0.044530027,0.021778267,0.0,0.0,0.0,female
344215167,0.060233466,0.011403823,0.011262685,0.0,0.026464988,female
234586270,0.55376655,0.24250688,0.18854608,0.028509207,0.10757124,female
241666095,0.023774719,0.0,0.020312378,0.0,0.018748777,male
34768779,0.46638802,0.6224693,1.0045024,0.5608968,0.28840256,female
95671622,0.0901394,0.0,0.0288647,0.0,0.0,male
64367166,0.033580646,0.0,0.05604312,0.025535762,0.0,male
296433109,0.09361919,0.19641684,0.06366259,0.033157956,0.043365557,male
353824529,0.11608392,0.08307428,0.102637626,0.072654895,0.037040684,female
20214831,0.17894064,0.22092912,0.24589114,0.05297169,0.046950247,male
264628404,0.13876188,0.26157936,0.18037198,0.0,0.045400094,male
155010707,0.22660902,0.35232484,0.6928111,1.0205232,0.50416327,male
32623333,0.17554797,0.15506722,0.10042978,0.026668854,0.05039676,female
279781693,0.30714676,0.055307396,0.13105023,0.039368853,0.10801769,female
144415967,0.3910956,0.33461922,0.17026113,0.009085449,0.060691923,female
351067358,0.36151615,0.35957155,0.18016051,0.028851863,0.086110145,female
302258234,0.08408898,0.053220533,0.16381362,0.0,0.0,female
262346368,0.08553494,0.12837498,0.073495634,0.058884624,0.022267923,male
176663017,0.245537,0.33507323,0.4797712,0.0,0.04443532,female
161521811,0.065260045,0.03356623,0.074937835,0.048544124,0.023696087,female
280777389,0.07223728,0.015953736,0.043681134,0.0,0.034933127,female
52975520,0.070784464,0.08136099,0.22121371,0.2595107,0.118076056,male
227108149,0.26204732,0.13683091,0.10332494,0.016056947,0.04289958,male
160059197,0.34458166,0.3261733,0.3244523,0.0623009,0.042852804,male
40352693,0.43986136,0.560061,0.13781476,0.0,0.029447408,male
794695,0.2863517,0.12063603,0.101480074,0.035345305,0.066362776,male
163614757,0.04063351,0.022974934,0.0,0.0,0.0084846215,male
60252529,0.022992624,0.0,0.012901569,0.0,0.0,male
251395294,0.11751025,0.09023651,0.03252062,0.0,0.040038124,female
231970972,0.15760267,0.03182873,0.14987466,0.023187587,0.0331083,female
304705046,0.24456686,0.17302902,0.2280683,0.06418552,0.054076407,female
309303548,0.08244848,0.031622615,0.032992627,0.0,0.028794874,female
310445971,0.15132788,0.12541261,0.12253009,0.0077312198,0.020333806,male
123986340,0.33364424,0.27500427,0.20411201,0.0,0.105588645,male
30822218,0.43138492,0.4372422,0.6228449,0.099827416,0.07983258,female
100119657,0.583014,0.13854885,0.037193645,0.0,0.06933793,female
253766808,0.0,0.0,0.017790133,0.017676385,0.0,female
125217315,0.21828617,0.0,0.023872228,0.0,0.0,female
25897435,0.15900637,0.21440348,0.26195744,0.06651763,0.06067026,female
310492568,0.0068316106,0.12836285,0.08237875,0.0,0.035306796,male
24472132,0.090984285,0.21715578,0.15158738,0.046681292,0.0186309,male
320431059,0.0,0.054866005,0.0,0.0,0.0,male
392169870,0.00882321,0.018310603,0.0,0.0,0.0,female
81860959,0.068523265,0.0272018,0.044445455,0.020037193,0.008400969,male
279177113,0.17525478,0.0,0.0863477,0.014511625,0.023085682,female
41536249,0.050068475,0.009729447,0.04846935,0.08674056,0.053525742,male
169001284,0.06959781,0.10393563,0.056721117,0.0,0.0,female
198189594,0.28227985,1.0815558,0.43514726,0.31818372,0.17851202,female
238867925,0.13380028,0.14619954,0.12994327,0.03169058,0.024572514,female
25693282,0.059223406,0.13822778,0.0,0.0,0.018136444,female
82341423,0.06290789,0.08402481,0.09644376,0.0,0.007789977,male
391823594,0.123443134,0.057967734,0.1019939,0.0,0.0,female
230580525,0.073038585,0.014116631,0.046852496,0.0,0.0,male
66154344,0.1460377,0.073980086,0.0,0.0,0.02685072,male
255799705,0.0,0.3650602,0.1988721,0.0,0.0,male
327078534,0.03280437,0.0,0.0,0.0,0.0,male
321647306,0.056413494,0.0,0.0,0.0,0.0,male
381572221,0.12690502,0.0,0.0,0.0,0.0,male
139272125,0.0375288,0.10995227,0.06020017,0.050499134,0.05075631,male
218526813,0.2475263,0.13107826,0.06309977,0.0046184133,0.032043934,male
195369385,0.17241287,0.3393464,0.25656268,0.056571685,0.06984012,female
219049295,0.023891393,0.008401337,0.03193759,0.0,0.0,male
257106582,0.59725213,0.46577728,0.48511323,0.097241186,0.21526614,female
162988060,0.061220292,0.09834063,0.0919024,0.078344725,0.038457222,female
90233061,0.43940848,0.18429749,0.40321082,0.047599856,0.049718525,female
336950490,0.0,0.0,0.018634183,0.00914271,0.0,male
347613520,0.06788333,0.0,0.06291846,0.0,0.06414454,male
259533576,0.26160657,0.14451438,0.11955517,0.032263055,0.049627922,female
307701289,0.05518338,0.13267756,0.07216306,0.01213007,0.04063147,male
404439154,0.19461434,0.30876657,0.19389442,0.05620896,0.063765205,male
134120927,0.13134567,0.03935217,0.1461054,0.0,0.076940164,female
222824120,0.08684955,0.10455325,0.027469559,0.013123493,0.017130913,female
96956807,0.27252942,0.114383005,0.079137675,0.094928645,0.1739158,male
278855391,0.21436578,0.4105051,0.4698797,0.117385045,0.0685795,female
42510888,0.01471219,0.0683447,0.01574411,0.0,0.0,male
33135194,0.028492859,0.0,0.0,0.0,0.0,female
326509990,0.06984156,0.05003345,0.0,0.0,0.0,male
304796892,0.1869425,0.10731378,0.19480073,0.0,0.063630596,male
25963856,0.008294731,0.028964177,0.021249954,0.007056238,0.001835163,female
20999981,0.6507011,0.22771685,0.0,0.0,0.0,female
156393615,0.09017024,0.0,0.05433734,0.0,0.016753966,male
270479707,0.23041444,0.2614168,0.34673178,0.21984321,0.059079863,female
160659354,0.3052186,0.61737466,0.48431692,0.22299977,0.1301502,female
357813572,0.024757035,0.0,0.010613919,0.020019313,0.0,female
22177502,0.094942525,0.20574954,0.21587968,0.028544396,0.16848047,male
47992126,0.073352315,0.033540588,0.0,0.0,0.0,male
30972374,0.0,0.0,0.037054088,0.0,0.029642731,female
249449454,0.0,0.07965176,0.05612773,0.0,0.0,male
302662448,0.12396736,0.15760154,0.031625897,0.030726423,0.0,male
61270735,0.0406334,0.05368023,0.04991588,0.0054400144,0.0,female
61634536,0.24029507,0.048303343,0.12403432,0.15320316,0.16547468,female
382156129,0.1883348,0.11753975,0.3775418,0.23669545,0.2677015,male
25940641,0.0852476,0.040999882,0.06561594,0.0715219,0.11584398,female
241229843,0.08710534,0.06290148,0.07356566,0.10823006,0.073469914,male
368368493,0.03160246,0.022467112,0.021858603,0.0142762,0.018007386,female
93350436,0.020889703,0.07136041,0.06548051,0.014972264,0.014337937,male
91925221,0.11972746,0.14981982,0.2632986,0.11430981,0.05564022,male
22994551,0.012045098,0.07449165,0.0,0.036958225,0.0,male
70724896,0.0945521,0.18167241,0.25699082,0.04807534,0.07702473,male
286876100,0.1064268,0.0,0.0,0.0,0.0,female
12618492,0.06730496,0.0203649,0.038357534,0.056501362,0.060247857,male
322987477,0.0,0.0599727,0.0,0.0,0.15561853,male
135069683,0.0,0.008005436,0.0,0.0,0.0072180047,female
